ticker,period_end,filed,avail,rev,gp,oi,ni,sh,split_fac,sh_now,dps,dps_now,inv,equity,cash,debt
AOS,2016-03-31,2016-05-09,2016-05-09,636900000,262700000,118700000.0,7.35e+07,88905361.0,2,177810722.0,0.24,0.12,2.302e+08,1.4785e+09,6.408e+08,2.873e+08
AOS,2016-06-30,2016-08-08,2016-08-08,667000000,283700000,137200000.0,8.71e+07,88499360.0,2,176998720.0,0.24,0.12,2.378e+08,1.4807e+09,6.672e+08,2.82e+08
AOS,2016-09-30,2016-11-08,2016-11-08,683900000,283300000,131600000.0,8.32e+07,176548378.0,1,176548378.0,0.12,0.12,2.586e+08,1.5256e+09,6.788e+08,3.362e+08
AOS,2016-12-31,2017-02-17,2017-02-17,698100000,289600000,127500000.0,8.27e+07,176825280.0,1,176825280.0,0.12,0.12,2.511e+08,1.5153e+09,7.546e+08,3.308e+08
AOS,2017-03-31,2017-05-08,2017-05-08,740000000,302300000,136600000.0,8.77e+07,175419919.0,1,175419919.0,0.14,0.14,2.571e+08,1.5664e+09,7.223e+08,3.694e+08
AOS,2017-06-30,2017-08-08,2017-08-08,738200000,305900000,141600000.0,9.24e+07,174889449.0,1,174889449.0,0.14,0.14,2.87e+08,1.6137e+09,7.409e+08,3.751e+08
AOS,2017-09-30,2017-11-06,2017-11-06,749900000,306700000,144000000.0,9.37e+07,174355743.0,1,174355743.0,0.14,0.14,2.921e+08,1.6659e+09,7.679e+08,4.497e+08
AOS,2017-12-31,2018-02-16,2018-02-16,768600000,323800000,155700000.0,2.27e+07,174605189.0,1,174605189.0,0.14,0.14,2.912e+08,1.6488e+09,8.2e+08,4.179e+08
AOS,2018-03-31,2018-05-07,2018-05-07,788000000,321500000,142000000.0,9.88e+07,173350664.0,1,173350664.0,0.18,0.18,2.871e+08,1.7084e+09,6.797e+08,2.932e+08
AOS,2018-06-30,2018-08-06,2018-08-06,833300000,341000000,159600000.0,1.145e+08,172730166.0,1,172730166.0,0.18,0.18,2.89e+08,1.7303e+09,6.584e+08,2.481e+08
AOS,2018-09-30,2018-11-08,2018-11-08,754100000,306000000,144700000.0,1.046e+08,172084616.0,1,172084616.0,0.18,0.18,3.077e+08,1.7562e+09,6.178e+08,1.933e+08
AOS,2018-12-31,2019-02-15,2019-02-15,812500000,337000000,167100000.0,1.263e+08,172194040.0,1,172194040.0,0.22,0.22,3.047e+08,1.717e+09,6.45e+08,2.214e+08
AOS,2019-03-31,2019-05-09,2019-05-09,748200000,292800000,128300000.0,8.93e+07,169096142.0,1,169096142.0,0.22,0.22,3.197e+08,1.7492e+09,6.333e+08,2.844e+08
AOS,2019-06-30,2019-08-08,2019-08-08,765400000,308700000,145200000.0,1.021e+08,168086268.0,1,168086268.0,0.22,0.22,3.231e+08,1.7251e+09,5.778e+08,3.586e+08
AOS,2019-09-30,2019-11-06,2019-11-06,728200000,284200000,125700000.0,8.73e+07,165543245.0,1,165543245.0,0.22,0.22,3.1e+08,1.6562e+09,5.138e+08,3.192e+08
AOS,2019-12-31,2020-02-24,2020-02-24,750900000,295000000,129900000.0,9.13e+07,166710897.0,1,166710897.0,0.24,0.24,3.03e+08,1.6668e+09,5.514e+08,2.908e+08
AOS,2020-03-31,2020-05-05,2020-05-05,636900000,239500000,84900000.0,5.17e+07,162897605.0,1,162897605.0,0.24,0.24,3.123e+08,1.6163e+09,5.517e+08,3.424e+08
AOS,2020-06-30,2020-08-05,2020-08-05,663900000,247500000,99300000.0,6.78e+07,162173842.0,1,162173842.0,0.24,0.24,3.06e+08,1.6581e+09,5.687e+08,2.811e+08
AOS,2020-09-30,2020-11-06,2020-11-06,760000000,297100000,149800000.0,1.054e+08,162479678.0,1,162479678.0,0.24,0.24,3.026e+08,1.7471e+09,5.09e+08,1.139e+08
AOS,2020-12-31,2021-02-12,2021-02-12,834500000,324100000,169200000.0,1.2e+08,162604149.0,1,162604149.0,0.26,0.26,3.001e+08,1.8483e+09,6.896e+08,1.2e+08
AOS,2021-03-31,2021-04-30,2021-04-30,769000000,288600000,142200000.0,9.77e+07,162785323.0,1,162785323.0,0.26,0.26,3.128e+08,1.849e+09,6.655e+08,1.064e+08
AOS,2021-06-30,2021-07-30,2021-07-30,859800000,321400000,164000000.0,1.182e+08,161731973.0,1,161731973.0,0.26,0.26,3.304e+08,1.8163e+09,5.819e+08,1.064e+08
AOS,2021-09-30,2021-10-29,2021-10-29,914600000,340300000,178500000.0,1.316e+08,160628348.0,1,160628348.0,0.26,0.26,3.577e+08,1.8965e+09,6.852e+08,1.064e+08
AOS,2021-12-31,2022-02-11,2022-02-11,995500000,360600000,197300000.0,1.396e+08,161319902.0,1,161319902.0,0.28,0.28,4.477e+08,1.8322e+09,6.314e+08,2.035e+08
AOS,2022-03-31,2022-05-02,2022-05-02,977700000,341600000,176500000.0,1.198e+08,158317699.0,1,158317699.0,0.28,0.28,4.887e+08,1.8089e+09,5.794e+08,2.954e+08
AOS,2022-06-30,2022-07-29,2022-07-29,965900000,334400000,178000000.0,1.262e+08,156631672.0,1,156631672.0,0.28,0.28,4.93e+08,1.7925e+09,4.594e+08,2.984e+08
AOS,2022-09-30,2022-10-28,2022-10-28,874200000,305000000,163600000.0,1.098e+08,155074862.0,1,155074862.0,0.28,0.28,5.256e+08,1.7478e+09,4.171e+08,2.878e+08
AOS,2022-12-31,2023-02-14,2023-02-14,936100000,348600000,-156100000.0,-1.201e+08,155779364.0,1,155779364.0,0.2999999999999998,0.2999999999999998,5.164e+08,1.7477e+09,4.818e+08,3.545e+08
AOS,2023-03-31,2023-04-28,2023-04-28,966400000,374100000,193900000.0,1.269e+08,151900847.0,1,151900847.0,0.3,0.3,5.037e+08,1.7902e+09,4.96e+08,3.408e+08
AOS,2023-06-30,2023-07-28,2023-07-28,960800000,384700000,227400000.0,1.57e+08,151541100.0,1,151541100.0,0.3,0.3,5.085e+08,1.8884e+09,4.097e+08,2.06e+08
AOS,2023-09-30,2023-10-27,2023-10-27,937500000,356200000,193200000.0,1.354e+08,151209974.0,1,151209974.0,0.3,0.3,5.19e+08,1.8824e+09,3.418e+08,1.296e+08
AOS,2023-12-31,2024-02-13,2024-02-13,988100000,369800000,195100000.0,1.373e+08,151015574.0,1,151015574.0,0.32000000000000006,0.32000000000000006,4.974e+08,1.8444e+09,3.634e+08,1.373e+08
