cik,ticker,status,quarters,prices,splits,share_scale_fixed
1702780,OPTU,ok,41.0,6.0,0.0,0.0
1702924,,no v2,,,,
1703056,ADT,ok,38.0,3.0,0.0,0.0
1703057,ABCL,ok,26.0,4.0,0.0,0.0
1703644,,no v2,,,,
1703647,,no v2,,,,
1703956,,no v2,,,,
1704711,,no v2,,,,
1704715,AMR,ok,38.0,18.0,0.0,0.0
1704720,CNNE,ok,40.0,28.0,5.0,0.0
1705110,ANGI,ok,42.0,6.0,2.0,0.0
1705843,,no v2,,,,
1706431,,no v2,,,,
1706946,,no v2,,,,
1707502,,no v2,,,,
1708035,ECVT,ok,42.0,21.0,4.0,0.0
1708055,,no v2,,,,
1709164,,no v2,,,,
1709442,FSUN,ok,25.0,6.0,2.0,0.0
1709682,CTOS,ok,35.0,21.0,1.0,0.0
1709941,,no v2,,,,
1710072,,short financials,,,,
1710155,EYE,ok,42.0,28.0,2.0,0.0
1710340,,no v2,,,,
1710350,,no v2,,,,
1710366,CNR,ok,42.0,7.0,0.0,0.0
1710482,,no v2,,,,
1711279,KRYS,ok,12.0,12.0,6.0,0.0
1711754,,no v2,,,,
1712184,LILA,ok,38.0,1.0,0.0,0.0
1712189,,no v2,,,,
1712463,,no v2,,,,
1712807,,no v2,,,,
1713863,,no v2,,,,
1714174,,short financials,,,,
1714899,DNLI,ok,24.0,28.0,5.0,0.0
1715497,,no v2,,,,
1717307,ILPT,ok,38.0,23.0,4.0,0.0
1717547,,no v2,,,,
1718227,ROAD,ok,38.0,28.0,4.0,0.0
1718405,,no v2,,,,
1718512,GTES,ok,38.0,4.0,0.0,0.0
1720116,,no v2,,,,
1720420,,no v2,,,,
1720580,,no v2,,,,
1720592,RPAY,ok,32.0,26.0,5.0,18.0
1720635,NVT,ok,38.0,4.0,0.0,0.0
1720893,,no v2,,,,
1722010,,no v2,,,,
1722482,AVTR,ok,34.0,9.0,0.0,0.0
1722684,WH,ok,38.0,1.0,0.0,0.0
1723128,AMRX,ok,38.0,28.0,5.0,2.0
1724521,,no v2,,,,
1724965,TALO,ok,38.0,26.0,8.0,2.0
1725160,,no v2,,,,
1725255,AHCO,ok,30.0,26.0,4.0,0.0
1726126,,no v2,,,,
1726173,,no v2,,,,
1726445,,no v2,,,,
1726978,GSHD,ok,38.0,28.0,5.0,0.0
1727196,SRRK,ok,13.0,23.0,4.0,0.0
1727263,FTDR,ok,36.0,18.0,0.0,0.0
1728117,,no v2,,,,
1728688,,no v2,,,,
1728951,EPRT,ok,38.0,28.0,8.0,0.0
1729149,,no v2,,,,
1730430,KNSA,ok,21.0,1.0,0.0,0.0
1730984,,no v2,,,,
1733998,NWN,ok,38.0,28.0,3.0,0.0
1734342,AMTB,ok,37.0,28.0,5.0,3.0
1734713,BV,ok,37.0,28.0,5.0,5.0
1734722,PATH,ok,26.0,3.0,0.0,0.0
1735438,,no v2,,,,
1735707,GTX,ok,38.0,7.0,1.0,0.0
1736730,,no v2,,,,
1736946,ARLO,ok,38.0,28.0,4.0,0.0
1737287,,no v2,,,,
1737706,,short financials,,,,
1737953,,no v2,,,,
1738021,,no v2,,,,
1738827,,no v2,,,,
1739104,ELAN,ok,38.0,5.0,0.0,0.0
1739410,,no v2,,,,
1739445,ACA,ok,38.0,28.0,2.0,0.0
1739566,UTZ,ok,29.0,22.0,2.0,0.0
1740332,REZI,ok,41.0,28.0,2.0,0.0
1743725,,no v2,,,,
1743745,,no v2,,,,
1743759,CRSR,ok,30.0,24.0,5.0,0.0
1743881,BBIO,ok,26.0,26.0,4.0,0.0
1744494,,no v2,,,,
1745431,,no v2,,,,
1745648,,short financials,,,,
1745916,PFSI,ok,38.0,28.0,5.0,0.0
1745999,BEAM,ok,29.0,20.0,5.0,0.0
1746109,BFC,ok,38.0,28.0,5.0,4.0
1746129,,no v2,,,,
1746473,,no v2,,,,
1746618,RVLV,ok,33.0,22.0,2.0,0.0
1747068,,no v2,,,,
1747079,BALY,ok,33.0,23.0,6.0,0.0
1748797,,no v2,,,,
1748824,AAMI,ok,34.0,28.0,6.0,0.0
1749723,NFE,ok,34.0,4.0,0.0,0.0
1750149,,no v2,,,,
1750284,,no v2,,,,
1750704,,short financials,,,,
1750735,,no v2,,,,
1751783,,no v2,,,,
1752828,,no v2,,,,
1753162,,no v2,,,,
1753539,,no v2,,,,
1754170,,no v2,,,,
1754226,,no v2,,,,
1756262,TMDX,ok,34.0,28.0,4.0,0.0
1756655,ARDT,ok,13.0,9.0,3.0,0.0
1757073,NVST,ok,34.0,22.0,0.0,0.0
1757715,,no v2,,,,
1758009,QUBT,ok,18.0,4.0,2.0,0.0
1758021,,no v2,,,,
1758488,OSW,ok,35.0,1.0,0.0,4.0
1758766,,no v2,,,,
1759138,,no v2,,,,
1759186,,no v2,,,,
1759425,MIRM,ok,21.0,21.0,5.0,0.0
1759509,LYFT,ok,34.0,3.0,0.0,0.0
1759631,,no v2,,,,
1759655,PRVA,ok,26.0,22.0,4.0,0.0
1759774,,no v2,,,,
1759824,ALTG,ok,30.0,26.0,5.0,0.0
1760689,,no v2,,,,
1760965,KTB,ok,34.0,28.0,1.0,0.0
1761312,PLMR,ok,34.0,28.0,7.0,0.0
1761918,,no v2,,,,
1762303,,no v2,,,,
1764013,,short financials,,,,
1764046,CLVT,ok,34.0,1.0,0.0,0.0
1766140,,no v2,,,,
1766368,,no v2,,,,
1766400,PNTG,ok,32.0,28.0,4.0,0.0
1766478,,no v2,,,,
1766502,CHWY,ok,34.0,8.0,1.0,0.0
1767042,KGS,ok,17.0,13.0,6.0,0.0
1767258,XPEL,ok,33.0,26.0,4.0,0.0
1767837,,no v2,,,,
1768224,,no v2,,,,
1768267,,no v2,,,,
1768446,,no v2,,,,
1769624,,no v2,,,,
1769663,,no v2,,,,
1770069,,short financials,,,,
1770121,,no v2,,,,
1770450,XRX,ok,32.0,14.0,2.0,0.0
1770501,,no v2,,,,
1770787,TXG,ok,34.0,6.0,0.0,0.0
1771515,GO,ok,34.0,26.0,2.0,0.0
1771910,,no v2,,,,
1772016,BRBR,ok,31.0,27.0,3.0,0.0
1772177,,no v2,,,,
1772253,,no v2,,,,
1772921,ONEW,ok,31.0,0.0,3.0,0.0
1773383,DT,ok,33.0,17.0,2.0,0.0
1773751,HIMS,ok,26.0,1.0,0.0,0.0
1774170,,no v2,,,,
1774675,,no v2,,,,
1774857,,no v2,,,,
1776111,,no v2,,,,
1776661,ADV,ok,26.0,22.0,5.0,0.0
1776909,,no v2,,,,
1777393,,no v2,,,,
1777835,PWP,ok,25.0,18.0,4.0,0.0
1777921,AVPT,ok,24.0,18.0,2.0,0.0
1778922,,short financials,,,,
1779128,,no v2,,,,
1779474,,no v2,,,,
1780201,,no v2,,,,
1780312,ASTS,ok,20.0,7.0,3.0,0.0
1781162,,no v2,,,,
1781174,,no v2,,,,
1781730,TCBX,ok,26.0,20.0,2.0,0.0
1781755,BWIN,ok,14.0,10.0,2.0,0.0
1781983,,no v2,,,,
1782170,RELY,ok,24.0,19.0,4.0,0.0
1782223,,no v2,,,,
1782303,,no v2,,,,
1782430,,no v2,,,,
1783183,,no v2,,,,
1783328,,no v2,,,,
1784535,PRCH,ok,26.0,16.0,0.0,0.0
1784570,,short financials,,,,
1785530,,no v2,,,,
1786117,,no v2,,,,
1786248,,short financials,,,,
1786352,BILL,ok,32.0,8.0,0.0,0.0
1786431,REYN,ok,30.0,5.0,0.0,0.0
1786842,VNT,ok,28.0,23.0,0.0,0.0
1787117,,short financials,,,,
1787297,,no v2,,,,
1787306,ARQT,ok,16.0,15.0,7.0,2.0
1787400,,no v2,,,,
1787414,,no v2,,,,
1788028,,no v2,,,,
1788060,,short financials,,,,
1788348,,no v2,,,,
1788882,ROOT,ok,30.0,12.0,1.0,0.0
1788999,,no v2,,,,
1789029,AEVA,ok,26.0,21.0,7.0,0.0
1789769,,no v2,,,,
1789940,FWRG,ok,24.0,20.0,7.0,0.0
1789972,,no v2,,,,
1790340,,no v2,,,,
1791145,,short financials,,,,
1791863,,no v2,,,,
1792580,OVV,ok,34.0,22.0,1.0,1.0
1792781,CURV,ok,25.0,21.0,4.0,0.0
1792849,,no v2,,,,
1793229,,no v2,,,,
1793659,RSI,ok,26.0,22.0,6.0,0.0
1794515,GTM,ok,29.0,9.0,1.0,0.0
1794546,,short financials,,,,
1794669,FOUR,ok,30.0,0.0,0.0,0.0
1794783,SLQT,ok,32.0,20.0,2.0,0.0
1795250,SPHR,ok,31.0,14.0,1.0,1.0
1795815,,no v2,,,,
1796022,STEP,ok,23.0,24.0,4.0,0.0
1796209,APG,ok,29.0,23.0,4.0,0.0
1796280,,short financials,,,,
1798100,NTST,ok,28.0,24.0,9.0,0.0
1798749,,no v2,,,,
1799011,,no v2,,,,
1799191,,no v2,,,,
1799448,,no v2,,,,
1799788,,no v2,,,,
1800227,PPLI,ok,29.0,10.0,0.0,0.0
1800315,,no v2,,,,
1800667,FROG,ok,28.0,2.0,0.0,0.0
1801169,OPEN,ok,30.0,9.0,1.0,0.0
1801170,CLOV,ok,25.0,8.0,0.0,0.0
1801368,MP,ok,26.0,1.0,0.0,0.0
1802156,,no v2,,,,
1802255,,short financials,,,,
1802665,HRMY,ok,26.0,24.0,6.0,0.0
1802974,AVO,ok,25.0,24.0,3.0,0.0
1803599,CNXC,ok,26.0,24.0,1.0,0.0
1803696,ADEA,ok,29.0,16.0,2.0,0.0
1803914,,no v2,,,,
1804176,,no v2,,,,
1804745,DRVN,ok,25.0,9.0,0.0,0.0
1805077,EOSE,ok,24.0,14.0,5.0,0.0
1805385,EVLV,ok,24.0,18.0,5.0,0.0
1805521,,no v2,,,,
1805651,,no v2,,,,
1805833,,no v2,,,,
1806310,,no v2,,,,
1806347,WEST,ok,21.0,14.0,2.0,0.0
1806837,VERX,ok,29.0,0.0,0.0,0.0
1806952,,no v2,,,,
1807120,,no v2,,,,
1807794,CRDO,ok,23.0,3.0,0.0,0.0
1808805,,no v2,,,,
1808834,PRG,ok,30.0,24.0,4.0,0.0
1808898,,no v2,,,,
1808997,,no v2,,,,
1809987,MIR,ok,21.0,18.0,2.0,0.0
1810019,RXT,ok,29.0,24.0,5.0,0.0
1810182,,no v2,,,,
1810546,EBC,ok,28.0,23.0,3.0,0.0
1811063,,no v2,,,,
1811210,LCID,ok,24.0,2.0,0.0,0.0
1811935,,short financials,,,,
1812173,,no v2,,,,
1812364,,no v2,,,,
1812477,,no v2,,,,
1813814,,no v2,,,,
1814114,,no v2,,,,
1814287,,no v2,,,,
1814974,,no v2,,,,
1815442,KYMR,ok,28.0,23.0,4.0,0.0
1815776,,no v2,,,,
1816017,,no v2,,,,
1816431,,no v2,,,,
1816581,OUST,ok,26.0,15.0,3.0,0.0
1816736,,short financials,,,,
1817004,,no v2,,,,
1817229,,no v2,,,,
1817241,,no v2,,,,
1817358,ASO,ok,30.0,24.0,1.0,0.0
1817713,JANX,ok,18.0,19.0,3.0,0.0
1818331,WGS,ok,26.0,10.0,1.0,0.0
1818382,,no v2,,,,
1818383,MAX,ok,30.0,22.0,4.0,0.0
1818502,,no v2,,,,
1818644,,no v2,,,,
1818794,,short financials,,,,
1819133,,no v2,,,,
1819142,,no v2,,,,
1819253,,no v2,,,,
1819404,,no v2,,,,
1819438,,no v2,,,,
1819493,,no v2,,,,
1819516,,no v2,,,,
1819574,,no v2,,,,
1819576,LQDA,ok,23.0,18.0,4.0,0.0
1819790,TARS,ok,20.0,22.0,5.0,0.0
1819796,,no v2,,,,
1819810,RDW,ok,24.0,16.0,7.0,0.0
1819848,,short financials,,,,
1819928,DV,ok,26.0,15.0,1.0,0.0
1819989,CIFR,ok,14.0,14.0,3.0,0.0
1820144,GRND,ok,18.0,14.0,3.0,0.0
1820190,,no v2,,,,
1820302,BKKT,ok,17.0,8.0,4.0,0.0
1820721,ARRY,ok,28.0,22.0,2.0,0.0
1820872,GBTG,ok,22.0,1.0,0.0,0.0
1821159,,no v2,,,,
1821769,NVTS,ok,22.0,13.0,5.0,0.0
1821806,LESL,ok,27.0,10.0,2.0,0.0
1821825,OGN,ok,26.0,1.0,0.0,0.0
1822359,,no v2,,,,
1822462,,no v2,,,,
1822479,SHC,ok,26.0,18.0,5.0,0.0
1822492,HLMN,ok,24.0,18.0,3.0,0.0
1822523,,no v2,,,,
1822791,,no v2,,,,
1822928,,no v2,,,,
1822966,SMR,ok,21.0,16.0,4.0,0.0
1822993,JXN,ok,20.0,18.0,2.0,0.0
1823144,,no v2,,,,
1823239,,no v2,,,,
1823466,,no v2,,,,
1823529,ACT,ok,24.0,18.0,4.0,0.0
1823587,,no v2,,,,
1823593,,no v2,,,,
1823608,AMAL,ok,30.0,23.0,5.0,0.0
1823652,,no v2,,,,
1823794,ARKO,ok,22.0,22.0,2.0,0.0
1823878,,no v2,,,,
1824403,,no v2,,,,
1824502,,short financials,,,,
1824893,,no v2,,,,
1824920,IONQ,ok,22.0,15.0,4.0,0.0
1825024,,no v2,,,,
1825079,,no v2,,,,
1825088,DFH,ok,26.0,18.0,2.0,0.0
1825570,,no v2,,,,
1826000,,no v2,,,,
1826457,,no v2,,,,
1826470,WOOF,ok,26.0,1.0,0.0,2.0
1826600,,no v2,,,,
1826667,,no v2,,,,
1826681,,no v2,,,,
1826889,,no v2,,,,
1826892,,no v2,,,,
1827090,CERT,ok,26.0,15.0,0.0,0.0
1827401,,no v2,,,,
1827635,,short financials,,,,
1828016,PLTK,ok,26.0,6.0,0.0,0.0
1828105,,no v2,,,,
1828108,,short financials,,,,
1828161,,no v2,,,,
1828318,ENVX,ok,17.0,17.0,3.0,0.0
1828377,,no v2,,,,
1828536,,no v2,,,,
1828588,,no v2,,,,
1828791,,no v2,,,,
1828805,,no v2,,,,
1828937,FOA,ok,20.0,1.0,0.0,0.0
1828962,,no v2,,,,
1829576,,no v2,,,,
1830033,,short financials,,,,
1830043,,no v2,,,,
1830081,RUM,ok,20.0,6.0,3.0,0.0
1830214,,no v2,,,,
1831097,AGL,ok,26.0,5.0,0.0,0.0
1831481,,short financials,,,,
1831631,LDI,ok,26.0,6.0,1.0,0.0
1831651,,no v2,,,,
1831828,,short financials,,,,
1831915,,no v2,,,,
1832038,,no v2,,,,
1832332,AVAH,ok,26.0,22.0,4.0,0.0
1832466,ALHC,ok,26.0,18.0,6.0,0.0
1832483,,no v2,,,,
1832511,PIII,ok,21.0,6.0,2.0,0.0
1833197,,no v2,,,,
1833214,,no v2,,,,
1833756,DRS,ok,26.0,8.0,2.0,0.0
1833769,,no v2,,,,
1833835,,no v2,,,,
1834376,,no v2,,,,
1834488,,no v2,,,,
1834489,,no v2,,,,
1834622,HAYW,ok,26.0,13.0,1.0,0.0
1835268,,no v2,,,,
1835597,,no v2,,,,
1835856,,no v2,,,,
1836833,PL,ok,22.0,16.0,3.0,0.0
1836981,BBAI,ok,22.0,13.0,5.0,0.0
1837014,,no v2,,,,
1838163,,no v2,,,,
1838359,RGTI,ok,21.0,12.0,1.0,2.0
1838406,BKV,ok,12.0,8.0,3.0,0.0
1838615,,no v2,,,,
1838987,,no v2,,,,
1839341,CORZ,ok,22.0,10.0,1.0,0.0
1839839,JBI,ok,25.0,18.0,1.0,0.0
1840233,,no v2,,,,
1840439,,no v2,,,,
1840502,TBLA,ok,18.0,1.0,0.0,2.0
1840780,,no v2,,,,
1840856,SOUN,ok,21.0,13.0,1.0,0.0
1841156,PAY,ok,25.0,2.0,0.0,0.0
1841387,,no v2,,,,
1841408,DAVE,ok,22.0,8.0,1.0,0.0
1841425,,no v2,,,,
1841925,,no v2,,,,
1841968,,no v2,,,,
1842022,DTM,ok,25.0,21.0,0.0,0.0
1842279,,no v2,,,,
1842295,,no v2,,,,
1842566,,no v2,,,,
1842952,,no v2,,,,
1843724,,no v2,,,,
1843973,,no v2,,,,
1844452,LUNR,ok,18.0,9.0,2.0,0.0
1844862,,no v2,,,,
1845097,,no v2,,,,
1845257,LFST,ok,24.0,21.0,5.0,9.0
1845437,,no v2,,,,
1845815,PAYO,ok,25.0,18.0,2.0,0.0
1845840,,no v2,,,,
1846069,,no v2,,,,
1846253,,no v2,,,,
1846576,,no v2,,,,
1846832,,no v2,,,,
1847367,,no v2,,,,
1847398,,no v2,,,,
1847590,,no v2,,,,
1847874,,no v2,,,,
1847986,,no v2,,,,
1849056,,short financials,,,,
1849253,RYAN,ok,25.0,0.0,0.0,0.0
1849396,,no v2,,,,
1849635,DJT,ok,14.0,1.0,0.0,0.0
1850119,,no v2,,,,
1850270,,no v2,,,,
1850351,,short financials,,,,
1850902,,no v2,,,,
1851003,ZETA,ok,25.0,18.0,3.0,0.0
1851961,,no v2,,,,
1852131,NXT,ok,19.0,13.0,3.0,0.0
1852244,GXO,ok,25.0,21.0,1.0,0.0
1852353,,no v2,,,,
1853145,,no v2,,,,
1853513,CIK1853513,ok,24.0,14.0,0.0,0.0
1853921,,short financials,,,,
1853962,,no v2,,,,
1854139,,no v2,,,,
1855175,,no v2,,,,
1855447,TYGO,ok,17.0,2.0,0.0,0.0
1855474,,no v2,,,,
1855644,,no v2,,,,
1855747,,no v2,,,,
1856031,,no v2,,,,
1856314,YOU,ok,25.0,0.0,4.0,0.0
1856365,,no v2,,,,
1856437,VSXY,ok,26.0,2.0,0.0,0.0
1856485,SLVM,ok,24.0,20.0,0.0,0.0
1856525,CNM,ok,25.0,1.0,0.0,0.0
1857154,DNUT,ok,25.0,21.0,2.0,0.0
1857475,,short financials,,,,
1857816,GCT,ok,13.0,1.0,0.0,0.0
1857853,,no v2,,,,
1858848,,no v2,,,,
1859836,,short financials,,,,
1860160,,short financials,,,,
1860543,,no v2,,,,
1861107,,no v2,,,,
1861123,,short financials,,,,
1861560,,short financials,,,,
1861657,,no v2,,,,
1861795,,no v2,,,,
1863127,,no v2,,,,
1865107,,no v2,,,,
1865631,NN,ok,22.0,13.0,3.0,4.0
1865782,BTSG,ok,14.0,11.0,3.0,0.0
1866175,CRGY,ok,26.0,0.0,5.0,0.0
1866364,,no v2,,,,
1866368,CIK1866368,ok,23.0,7.0,3.0,0.0
1866581,BROS,ok,24.0,3.0,0.0,0.0
1866633,,no v2,,,,
1866692,AMPL,ok,24.0,18.0,3.0,0.0
1866816,,no v2,,,,
1867066,,no v2,,,,
1867072,KD,ok,24.0,20.0,2.0,0.0
1867096,,no v2,,,,
1867949,,no v2,,,,
1868279,,short financials,,,,
1868640,,no v2,,,,
1868941,FLNC,ok,23.0,16.0,3.0,0.0
1869198,LTH,ok,24.0,20.0,6.0,0.0
1869974,,no v2,,,,
1870600,,no v2,,,,
1870940,,no v2,,,,
1871509,PTLO,ok,24.0,20.0,5.0,0.0
1871638,,no v2,,,,
1872789,EMBC,ok,23.0,18.0,1.0,0.0
1873529,KLC,ok,14.0,1.0,0.0,0.0
1873835,,no v2,,,,
1873923,,no v2,,,,
1873951,,short financials,,,,
1874071,,no v2,,,,
1874315,,no v2,,,,
1875444,ARHS,ok,24.0,9.0,0.0,0.0
1875558,,no v2,,,,
1877184,,no v2,,,,
1877322,ESAB,ok,22.0,18.0,2.0,0.0
1877787,,no v2,,,,
1878057,,no v2,,,,
1878897,DOUG,ok,22.0,17.0,3.0,0.0
1879016,IE,ok,21.0,17.0,6.0,0.0
1879726,,no v2,,,,
1880319,PRM,ok,23.0,8.0,1.0,0.0
1880438,,no v2,,,,
1881487,ACDC,ok,22.0,17.0,2.0,0.0
1882782,,short financials,,,,
1883313,SVV,ok,17.0,13.0,1.0,0.0
1883814,,no v2,,,,
1884516,,no v2,,,,
1885522,,no v2,,,,
1886428,,short financials,,,,
1887944,,no v2,,,,
1888447,EE,ok,22.0,15.0,1.0,0.0
1888654,,no v2,,,,
1889539,CRBG,ok,20.0,2.0,0.0,0.0
1891027,,no v2,,,,
1891101,,no v2,,,,
1894562,,no v2,,,,
1895262,NE,ok,20.0,2.0,0.0,0.0
1898496,,no v2,,,,
1898718,,short financials,,,,
1898795,,no v2,,,,
1899123,,no v2,,,,
1899287,,no v2,,,,
1899883,FIP,ok,21.0,14.0,2.0,0.0
1901440,ULS,ok,14.0,4.0,0.0,0.0
1901637,,no v2,,,,
1902314,,no v2,,,,
1902733,NCNO,ok,22.0,2.0,0.0,0.0
1903382,,no v2,,,,
1903508,,no v2,,,,
1903870,,no v2,,,,
1906324,QDEL,ok,21.0,18.0,1.0,0.0
1907085,,no v2,,,,
1907108,,no v2,,,,
1907909,,no v2,,,,
1907982,QBTS,ok,21.0,8.0,1.0,0.0
1913971,,no v2,,,,
1914605,,no v2,,,,
1915657,DINO,ok,22.0,19.0,1.0,0.0
1920406,,no v2,,,,
1921603,,short financials,,,,
1921865,,no v2,,,,
1921963,ATMU,ok,17.0,13.0,1.0,0.0
1922446,,short financials,,,,
1923891,,no v2,,,,
1925283,,short financials,,,,
1927958,,no v2,,,,
1928446,,no v2,,,,
1929561,RXO,ok,20.0,16.0,3.0,0.0
1930313,,no v2,,,,
1933414,,no v2,,,,
1934114,,short financials,,,,
1934850,FG,ok,18.0,1.0,0.0,0.0
1935979,,short financials,,,,
1937653,,no v2,,,,
1937987,,no v2,,,,
1941365,MBC,ok,18.0,16.0,2.0,0.0
1943289,,no v2,,,,
1944013,CR,ok,18.0,17.0,0.0,0.0
1944558,,no v2,,,,
1947016,,no v2,,,,
1947244,,no v2,,,,
1948455,,no v2,,,,
1951070,,short financials,,,,
1951089,,no v2,,,,
1951276,,no v2,,,,
1952073,MSGE,ok,18.0,16.0,1.0,0.0
1952976,,no v2,,,,
1953926,,no v2,,,,
1955520,KNF,ok,18.0,14.0,1.0,1.0
1956744,,no v2,,,,
1956955,,no v2,,,,
1957132,,short financials,,,,
1958086,,no v2,,,,
1958140,BATRA,ok,17.0,12.0,3.0,0.0
1958217,,no v2,,,,
1958777,,no v2,,,,
1959455,,no v2,,,,
1962738,,no v2,,,,
1963685,,no v2,,,,
1964333,BHRB,ok,18.0,1.0,0.0,0.0
1964789,HUT,ok,16.0,9.0,0.0,0.0
1965040,FTRE,ok,17.0,13.0,0.0,0.0
1967649,VSTS,ok,15.0,12.0,2.0,0.0
1968487,WS,ok,15.0,12.0,1.0,0.0
1968915,PHIN,ok,18.0,13.0,0.0,0.0
1970622,,no v2,,,,
1971213,SBGI,ok,17.0,14.0,2.0,0.0
1971532,,no v2,,,,
1973266,TKO,ok,16.0,5.0,1.0,0.0
1974138,NATL,ok,17.0,12.0,0.0,0.0
1974640,,short financials,,,,
1979330,NBBK,ok,16.0,9.0,1.0,0.0
1981535,,no v2,,,,
1981546,,short financials,,,,
1981599,CTRI,ok,14.0,9.0,2.0,1.0
1984060,AESI,ok,16.0,14.0,3.0,0.0
1984086,,no v2,,,,
1985273,,no v2,,,,
1988494,,no v2,,,,
1990354,WAY,ok,13.0,9.0,1.0,0.0
1991792,CGON,ok,12.0,10.0,1.0,0.0
1992243,,no v2,,,,
1993004,NWE,ok,16.0,16.0,2.0,0.0
1994702,,no v2,,,,
1997350,,short financials,,,,
1997403,,no v2,,,,
1997464,,no v2,,,,
1997859,WBTN,ok,13.0,9.0,1.0,0.0
1998768,,no v2,,,,
1999001,FUN,ok,13.0,1.0,0.0,0.0
1999480,,no v2,,,,
2001184,PACS,ok,14.0,9.0,1.0,0.0
2001557,,no v2,,,,
2002473,,no v2,,,,
2007587,,no v2,,,,
2007825,,no v2,,,,
2007919,,no v2,,,,
2009684,,no v2,,,,
2011286,,short financials,,,,
2011514,,no v2,,,,
2012593,,no v2,,,,
2012706,,no v2,,,,
2013639,,no v2,,,,
2013745,CLMT,ok,12.0,6.0,1.0,0.0
2014596,CON,ok,13.0,9.0,0.0,0.0
2015845,ECG,ok,12.0,8.0,0.0,0.0
2017206,,short financials,,,,
2018064,,no v2,,,,
2019793,,no v2,,,,
2020795,,short financials,,,,
2021880,,short financials,,,,
2022626,,no v2,,,,
2023554,,short financials,,,,
2023658,,no v2,,,,
2024218,,no v2,,,,
2025410,SARO,ok,12.0,3.0,1.0,2.0
2026478,,no v2,,,,
2027317,CURB,ok,12.0,8.0,0.0,0.0
2028336,,no v2,,,,
2029118,,no v2,,,,
2032966,,short financials,,,,
2033535,,no v2,,,,
2035149,,no v2,,,,
2035304,,no v2,,,,
2035832,,short financials,,,,
2036042,,no v2,,,,
2039497,,short financials,,,,
2040127,,short financials,,,,
2040491,,no v2,,,,
2041385,,short financials,,,,
2042022,,short financials,,,,
2042347,,short financials,,,,
2042694,,short financials,,,,
2044725,,short financials,,,,
2046042,,no v2,,,,
2048519,,short financials,,,,
2052568,,short financials,,,,
2052959,,short financials,,,,
2055592,,short financials,,,,
2057463,,short financials,,,,
2058758,,short financials,,,,
2062583,,short financials,,,,
2064307,,no v2,,,,
2064953,,short financials,,,,
2067129,,short financials,,,,
2067674,,short financials,,,,
2067876,,short financials,,,,
2068385,,short financials,,,,
2068577,,short financials,,,,
2071288,,short financials,,,,
2074176,,short financials,,,,
2076163,,short financials,,,,
2078008,,short financials,,,,
2078856,,no v2,,,,
2079999,,short financials,,,,
2080921,,short financials,,,,
2082866,,short financials,,,,
2085187,,short financials,,,,
2086587,,short financials,,,,
2086771,,no v2,,,,
2088281,,short financials,,,,
2090312,,short financials,,,,
2090646,,short financials,,,,
2091017,,short financials,,,,
2091349,,short financials,,,,
2092574,,short financials,,,,
2093101,,short financials,,,,
2095743,,short financials,,,,
2096300,,short financials,,,,
2096997,,short financials,,,,
2100161,,short financials,,,,
2100782,,short financials,,,,
2101698,,short financials,,,,
2104052,,short financials,,,,
2104204,,short financials,,,,
2105139,,short financials,,,,
2105398,,short financials,,,,
2110029,,short financials,,,,
2110117,,short financials,,,,
2114044,,short financials,,,,
2115119,,short financials,,,,
2118195,,short financials,,,,
2119322,,short financials,,,,
2123613,,short financials,,,,
2126198,,short financials,,,,
2136387,,no v2,,,,
