cik,ticker,status,quarters,prices,splits,share_scale_fixed
908255,BWA,ok,73.0,7.0,0.0,0.0
908315,WINA,ok,65.0,28.0,2.0,0.0
908937,SIRI,ok,69.0,2.0,0.0,0.0
909494,,no v2,,,,
910073,FLG,ok,72.0,9.0,0.0,0.0
910108,LXP,ok,66.0,28.0,4.0,0.0
910329,,no v2,,,,
910406,HAIN,ok,67.0,26.0,3.0,0.0
910612,,no v2,,,,
910638,,no v2,,,,
911147,,no v2,,,,
911177,CWST,ok,67.0,28.0,4.0,0.0
911216,,no v2,,,,
911971,,no v2,,,,
912093,VIAV,ok,68.0,28.0,2.0,0.0
912242,MAC,ok,69.0,27.0,5.0,0.0
912562,ROCK,ok,68.0,28.0,2.0,0.0
912593,SUI,ok,66.0,1.0,0.0,0.0
912615,URBN,ok,69.0,28.0,2.0,0.0
912728,FWRD,ok,69.0,28.0,4.0,4.0
912766,LAUR,ok,41.0,28.0,5.0,0.0
912767,UFPI,ok,65.0,26.0,2.0,0.0
913142,BDC,ok,69.0,28.0,3.0,4.0
913144,RNR,ok,68.0,9.0,1.0,1.0
913241,SHOO,ok,66.0,28.0,1.0,0.0
913277,,no v2,,,,
913341,,no v2,,,,
913760,SNEX,ok,65.0,15.0,6.0,0.0
914122,,no v2,,,,
914156,UFPT,ok,65.0,28.0,4.0,0.0
914475,NBIX,ok,54.0,23.0,0.0,0.0
915779,DAKT,ok,65.0,24.0,3.0,0.0
915840,BZH,ok,65.0,28.0,2.0,0.0
916540,DAR,ok,69.0,28.0,0.0,0.0
916789,HELE,ok,65.0,4.0,1.0,0.0
916907,SMBC,ok,64.0,28.0,5.0,0.0
917251,ADC,ok,65.0,28.0,4.0,0.0
917273,RMBS,ok,69.0,28.0,2.0,0.0
917520,IART,ok,69.0,28.0,0.0,0.0
918251,,no v2,,,,
918541,,no v2,,,,
918646,EXP,ok,69.0,28.0,0.0,0.0
918965,SCSC,ok,68.0,28.0,2.0,2.0
919012,AEO,ok,69.0,28.0,4.0,1.0
919864,,no v2,,,,
920371,SSD,ok,69.0,28.0,2.0,0.0
920427,,no v2,,,,
921082,HIW,ok,69.0,28.0,0.0,0.0
921114,,no v2,,,,
921557,RBCAA,ok,65.0,28.0,4.0,0.0
921582,IMAX,ok,66.0,28.0,3.0,5.0
921638,SSRM,ok,22.0,9.0,1.0,0.0
921738,PENN,ok,69.0,22.0,1.0,0.0
921825,FR,ok,66.0,28.0,0.0,0.0
922864,AIV,ok,66.0,19.0,0.0,0.0
923120,GBX,ok,65.0,28.0,2.0,0.0
923796,GEO,ok,51.0,28.0,2.0,0.0
924383,,no v2,,,,
924719,,no v2,,,,
924822,,no v2,,,,
925528,,no v2,,,,
926282,ADTN,ok,69.0,28.0,4.0,0.0
926326,OMCL,ok,65.0,28.0,1.0,0.0
926617,,no v2,,,,
927003,AEIS,ok,65.0,28.0,2.0,0.0
928054,,no v2,,,,
928340,,no v2,,,,
928658,CVLG,ok,65.0,28.0,4.0,0.0
929008,WCC,ok,69.0,22.0,1.0,0.0
929351,STRZ,ok,67.0,6.0,0.0,0.0
930236,RWT,ok,42.0,27.0,1.0,0.0
930420,KFRC,ok,38.0,28.0,2.0,0.0
931015,PII,ok,69.0,28.0,0.0,0.0
931148,,no v2,,,,
932696,NSIT,ok,66.0,28.0,2.0,0.0
932781,,no v2,,,,
933034,,no v2,,,,
933036,UPBD,ok,69.0,28.0,6.0,0.0
933972,,no v2,,,,
933974,AZTA,ok,64.0,28.0,2.0,0.0
934549,,no v2,,,,
935036,ACIW,ok,69.0,28.0,2.0,0.0
935419,,no v2,,,,
936395,CIEN,ok,74.0,25.0,0.0,0.0
936528,WAFD,ok,69.0,28.0,2.0,0.0
937098,TNET,ok,54.0,28.0,3.0,0.0
939767,EXEL,ok,73.0,28.0,0.0,4.0
939930,,no v2,,,,
940942,HUBG,ok,35.0,28.0,3.0,23.0
944148,CBZ,ok,64.0,28.0,2.0,0.0
944695,THG,ok,69.0,28.0,0.0,1.0
944745,CIVB,ok,65.0,28.0,4.0,0.0
944809,,no v2,,,,
945114,GIC,ok,65.0,22.0,1.0,0.0
945394,SVC,ok,69.0,25.0,4.0,0.0
945983,,no v2,,,,
946563,,no v2,,,,
946673,,short financials,,,,
948320,,no v2,,,,
948708,,no v2,,,,
949157,CENX,ok,66.0,27.0,3.0,0.0
949858,,no v2,,,,
949870,SAM,ok,66.0,28.0,0.0,0.0
1000177,,no v2,,,,
1000209,,no v2,,,,
1000623,MATV,ok,66.0,28.0,3.0,0.0
1000694,NVAX,ok,62.0,16.0,4.0,17.0
1000753,NSP,ok,69.0,28.0,2.0,0.0
1001115,,no v2,,,,
1001233,,no v2,,,,
1001316,TGTX,ok,37.0,21.0,1.0,0.0
1001385,,no v2,,,,
1001614,,no v2,,,,
1003078,MSM,ok,67.0,28.0,0.0,0.0
1004434,AMG,ok,38.0,28.0,0.0,0.0
1004702,OCFC,ok,65.0,28.0,3.0,0.0
1005229,CMCO,ok,65.0,28.0,2.0,7.0
1005284,OLED,ok,66.0,28.0,0.0,0.0
1005286,,no v2,,,,
1005731,IDT,ok,64.0,28.0,2.0,1.0
1005757,CIK1005757,ok,64.0,26.0,1.0,0.0
1005817,TMP,ok,65.0,28.0,2.0,2.0
1006281,,no v2,,,,
1006655,,no v2,,,,
1006837,VATE,ok,63.0,7.0,2.0,0.0
1007587,,no v2,,,,
1009829,,no v2,,,,
1010086,,no v2,,,,
1010470,,no v2,,,,
1012019,RUSHB,ok,65.0,28.0,2.0,0.0
1013272,,no v2,,,,
1013488,BJRI,ok,66.0,28.0,4.0,0.0
1013857,PEGA,ok,66.0,6.0,0.0,0.0
1013880,TTEC,ok,38.0,26.0,6.0,0.0
1013934,STRA,ok,38.0,28.0,3.0,0.0
1014739,OPCH,ok,60.0,28.0,8.0,0.0
1015328,WTFC,ok,69.0,28.0,0.0,2.0
1015383,,no v2,,,,
1016281,,no v2,,,,
1018164,,no v2,,,,
1018840,ANF,ok,69.0,1.0,0.0,0.0
1018963,ATI,ok,81.0,28.0,2.0,0.0
1018979,AMSF,ok,65.0,28.0,4.0,0.0
1019849,PAG,ok,69.0,13.0,0.0,0.0
1020214,,no v2,,,,
1020710,DXPE,ok,66.0,27.0,2.0,2.0
1020859,UNFI,ok,68.0,27.0,2.0,0.0
1021561,NUS,ok,45.0,28.0,3.0,0.0
1021635,OGE,ok,69.0,28.0,0.0,1.0
1021860,NOV,ok,73.0,21.0,0.0,0.0
1022408,PLUS,ok,65.0,28.0,3.0,0.0
1022652,,no v2,,,,
1023024,ANIP,ok,64.0,28.0,8.0,0.0
1023128,LAD,ok,65.0,28.0,1.0,0.0
1023313,FORR,ok,50.0,26.0,3.0,0.0
1023459,,no v2,,,,
1023731,,no v2,,,,
1024305,COTY,ok,54.0,24.0,1.0,0.0
1024795,HLIO,ok,66.0,28.0,2.0,3.0
1025378,WPC,ok,69.0,12.0,0.0,0.0
1025835,EFSC,ok,65.0,28.0,5.0,0.0
1025996,KRC,ok,69.0,28.0,0.0,0.0
1026655,,no v2,,,,
1027838,,no v2,,,,
1029199,EEFT,ok,69.0,19.0,0.0,0.0
1030192,,no v2,,,,
1030469,OFG,ok,65.0,19.0,0.0,0.0
1031203,GPI,ok,66.0,28.0,2.0,0.0
1031308,BSY,ok,30.0,4.0,0.0,0.0
1031316,,no v2,,,,
1032033,SLM,ok,72.0,28.0,1.0,0.0
1032220,MMS,ok,67.0,28.0,3.0,0.0
1034670,ALV,ok,70.0,15.0,0.0,0.0
1034842,,no v2,,,,
1035092,SHBI,ok,65.0,18.0,8.0,2.0
1035201,CWT,ok,38.0,28.0,2.0,0.0
1035354,,no v2,,,,
1035983,FIX,ok,65.0,24.0,2.0,0.0
1036262,,no v2,,,,
1037976,JLL,ok,69.0,28.0,0.0,0.0
1038074,SLAB,ok,68.0,28.0,2.0,0.0
1038773,SMBK,ok,65.0,28.0,7.0,0.0
1039065,OSIS,ok,64.0,28.0,2.0,0.0
1039399,FORM,ok,65.0,28.0,1.0,0.0
1039828,,no v2,,,,
1040130,,no v2,,,,
1040161,,no v2,,,,
1040470,,no v2,,,,
1040829,RHP,ok,66.0,28.0,2.0,0.0
1040896,,no v2,,,,
1040971,SLG,ok,69.0,23.0,4.0,0.0
1041024,,no v2,,,,
1041368,,no v2,,,,
1041657,,no v2,,,,
1041803,PSMT,ok,59.0,28.0,1.0,2.0
1041859,PLCE,ok,69.0,18.0,1.0,0.0
1042046,AFG,ok,69.0,28.0,0.0,0.0
1042729,MBWM,ok,65.0,28.0,6.0,0.0
1042776,PDM,ok,66.0,28.0,2.0,0.0
1042893,,no v2,,,,
1043000,,no v2,,,,
1043219,,short financials,,,,
1043337,,no v2,,,,
1043509,SAH,ok,65.0,28.0,3.0,0.0
1044777,,no v2,,,,
1045450,EPR,ok,69.0,28.0,0.0,0.0
1046025,HFWA,ok,65.0,28.0,2.0,0.0
1046050,,no v2,,,,
1046102,RBA,ok,42.0,10.0,0.0,0.0
1046257,INGR,ok,69.0,28.0,0.0,0.0
1046311,CHH,ok,69.0,28.0,1.0,0.0
1046568,PRDO,ok,70.0,27.0,1.0,1.0
1047127,AMKR,ok,69.0,28.0,3.0,0.0
1047335,NHC,ok,38.0,28.0,3.0,0.0
1047340,DMC,ok,69.0,1.0,0.0,0.0
1048268,IESC,ok,65.0,27.0,2.0,0.0
1048477,BMRN,ok,69.0,10.0,0.0,0.0
1049502,MKSI,ok,69.0,28.0,1.0,0.0
1049521,MRCY,ok,64.0,28.0,1.0,0.0
1049606,,no v2,,,,
1050377,CNXN,ok,65.0,28.0,3.0,1.0
1050441,EGBN,ok,65.0,28.0,0.0,3.0
1050743,PGC,ok,65.0,28.0,5.0,0.0
1050797,COLM,ok,65.0,28.0,2.0,0.0
1051512,TDS,ok,68.0,28.0,1.0,0.0
1051627,,no v2,,,,
1052752,GTY,ok,65.0,28.0,3.0,0.0
1053691,,no v2,,,,
1053706,CRAI,ok,38.0,28.0,2.0,0.0
1054905,IOSP,ok,65.0,28.0,2.0,1.0
1055160,MFA,ok,44.0,26.0,4.0,0.0
1055726,,no v2,,,,
1056288,FHI,ok,69.0,28.0,1.0,0.0
1056696,MANH,ok,66.0,28.0,0.0,0.0
1056903,AWR,ok,65.0,28.0,2.0,0.0
1056943,PFIS,ok,65.0,28.0,5.0,0.0
1057060,HZO,ok,65.0,28.0,4.0,0.0
1057379,,no v2,,,,
1057706,FBP,ok,65.0,1.0,0.0,0.0
1057877,IDA,ok,68.0,28.0,0.0,0.0
1058623,,no v2,,,,
1058811,IMMR,ok,66.0,20.0,4.0,2.0
1060822,CRI,ok,69.0,28.0,0.0,0.0
1061630,BXMT,ok,26.0,27.0,3.0,0.0
1061983,CYTK,ok,64.0,25.0,7.0,4.0
1062231,DCH,ok,66.0,28.0,4.0,0.0
1062822,,no v2,,,,
1064728,BTU,ok,71.0,27.0,3.0,0.0
1065059,LEU,ok,69.0,21.0,3.0,0.0
1066194,,no v2,,,,
1067294,CBRL,ok,68.0,28.0,3.0,0.0
1068851,PB,ok,69.0,28.0,1.0,4.0
1069157,EWBC,ok,66.0,28.0,0.0,1.0
1069258,KTOS,ok,65.0,1.0,0.0,0.0
1069533,,no v2,,,,
1069878,TREX,ok,65.0,28.0,1.0,0.0
1069899,PAHC,ok,56.0,28.0,2.0,9.0
1070081,PTCT,ok,58.0,28.0,3.0,0.0
1070296,,no v2,,,,
1070412,CNX,ok,67.0,28.0,2.0,7.0
1070494,ACAD,ok,66.0,24.0,1.0,6.0
1070524,,no v2,,,,
1070680,,no v2,,,,
1070985,CXW,ok,67.0,28.0,2.0,3.0
1071236,,no v2,,,,
1072627,,no v2,,,,
1074902,,no v2,,,,
1075415,DHC,ok,69.0,27.0,3.0,0.0
1075736,,no v2,,,,
1076930,NOVT,ok,64.0,28.0,2.0,0.0
1077183,,no v2,,,,
1077428,TCBI,ok,66.0,28.0,1.0,0.0
1077688,,no v2,,,,
1078075,NTCT,ok,65.0,28.0,4.0,0.0
1078271,EXTR,ok,64.0,28.0,1.0,0.0
1080014,INVA,ok,60.0,28.0,6.0,0.0
1082324,,no v2,,,,
1082554,UTHR,ok,69.0,28.0,0.0,0.0
1083301,WULF,ok,64.0,16.0,2.0,0.0
1083446,ASTH,ok,67.0,28.0,4.0,0.0
1084048,ZD,ok,69.0,28.0,3.0,0.0
1084554,,no v2,,,,
1084765,,no v2,,,,
1084869,FLWS,ok,64.0,28.0,3.0,0.0
1084961,ECPG,ok,65.0,28.0,6.0,0.0
1084991,,no v2,,,,
1085243,,no v2,,,,
1088856,CORT,ok,57.0,28.0,2.0,0.0
1089063,DKS,ok,69.0,28.0,1.0,0.0
1089872,,no v2,,,,
1089907,,no v2,,,,
1090009,,no v2,,,,
1090425,LAMR,ok,38.0,1.0,0.0,0.0
1092699,SPSC,ok,65.0,28.0,3.0,0.0
1092796,,no v2,,,,
1093672,,no v2,,,,
1093691,PLUG,ok,64.0,14.0,4.0,0.0
1094038,,no v2,,,,
1094831,BGC,ok,63.0,13.0,3.0,0.0
1095565,,no v2,,,,
1095651,SAFE,ok,66.0,28.0,11.0,0.0
1096056,,no v2,,,,
1096752,EPC,ok,69.0,28.0,1.0,0.0
1098146,,no v2,,,,
1098151,,no v2,,,,
1098972,,no v2,,,,
1101215,BFH,ok,70.0,26.0,0.0,1.0
1101302,ENTG,ok,66.0,7.0,0.0,0.0
1102238,,no v2,,,,
1104485,NOG,ok,62.0,22.0,4.0,0.0
1104506,INSM,ok,39.0,22.0,5.0,0.0
1104657,MTRN,ok,66.0,28.0,2.0,0.0
1107421,,no v2,,,,
1107843,QLYS,ok,62.0,28.0,4.0,0.0
1108109,CYH,ok,38.0,26.0,2.0,0.0
1108134,BBT,ok,65.0,28.0,2.0,0.0
1108205,,no v2,,,,
1108426,TXNM,ok,69.0,28.0,3.0,0.0
1109116,,no v2,,,,
1109242,HAFC,ok,65.0,28.0,1.0,3.0
1109354,BRKR,ok,66.0,20.0,1.0,13.0
1110803,ILMN,ok,69.0,9.0,0.0,0.0
1111335,VC,ok,58.0,28.0,0.0,0.0
1111485,,no v2,,,,
1111928,IPGP,ok,66.0,18.0,0.0,0.0
1113232,ACLS,ok,65.0,28.0,2.0,0.0
1113809,,no v2,,,,
1114483,ITGR,ok,66.0,28.0,2.0,0.0
1114925,,no v2,,,,
1114927,,no v2,,,,
1114995,PI,ok,45.0,28.0,2.0,0.0
1116463,,no v2,,,,
1116578,,no v2,,,,
1116942,TTMI,ok,65.0,28.0,2.0,0.0
1117297,QNST,ok,64.0,28.0,2.0,0.0
1120914,,no v2,,,,
1120970,,no v2,,,,
1121484,,no v2,,,,
1122904,NTGR,ok,66.0,28.0,2.0,0.0
1122976,AVNT,ok,66.0,25.0,2.0,0.0
1123494,,no v2,,,,
1124105,,no v2,,,,
1124198,FLR,ok,74.0,28.0,4.0,0.0
1124524,,no v2,,,,
1124796,LASR,ok,38.0,28.0,5.0,0.0
1125345,,no v2,,,,
1125376,ENSG,ok,36.0,28.0,3.0,0.0
1126741,,no v2,,,,
1126956,SR,ok,70.0,28.0,3.0,0.0
1127371,CWBC,ok,65.0,10.0,2.0,0.0
1127537,,no v2,,,,
1128361,HOPE,ok,65.0,28.0,2.0,0.0
1128928,FLO,ok,57.0,28.0,0.0,0.0
1130144,,no v2,,,,
1130464,BKH,ok,69.0,28.0,2.0,2.0
1130713,NXH,ok,65.0,1.0,0.0,0.0
1132105,SPWH,ok,54.0,19.0,1.0,0.0
1132651,,no v2,,,,
1133311,,no v2,,,,
1133416,,no v2,,,,
1133869,,no v2,,,,
1137091,,no v2,,,,
1137883,,no v2,,,,
1138723,,no v2,,,,
1140102,,no v2,,,,
1141103,CIK1141103,ok,37.0,27.0,2.0,0.0
1141688,,no v2,,,,
1142417,NXST,ok,62.0,16.0,0.0,0.0
1142750,AMN,ok,65.0,28.0,1.0,0.0
1144215,AYI,ok,67.0,1.0,0.0,0.0
1144879,APLD,ok,16.0,14.0,4.0,0.0
1144980,ABG,ok,65.0,28.0,3.0,0.0
1145986,,no v2,,,,
1157408,LRN,ok,64.0,24.0,1.0,0.0
1157601,,short financials,,,,
1157647,,no v2,,,,
1158114,AAOI,ok,58.0,14.0,3.0,0.0
1158172,,no v2,,,,
1158324,CCOI,ok,50.0,28.0,2.0,0.0
1158449,AAP,ok,52.0,13.0,0.0,3.0
1158463,JBLU,ok,38.0,28.0,4.0,0.0
1158895,LMAT,ok,65.0,28.0,3.0,0.0
1159036,HALO,ok,65.0,28.0,1.0,0.0
1160308,,no v2,,,,
1161728,MGEE,ok,69.0,28.0,1.0,0.0
1162194,,no v2,,,,
1162896,,no v2,,,,
1163370,,no v2,,,,
1163668,SPFI,ok,34.0,28.0,5.0,0.0
1163739,NBR,ok,72.0,1.0,0.0,5.0
1164863,NPO,ok,66.0,28.0,2.0,0.0
1165002,,no v2,,,,
1166003,XPO,ok,64.0,28.0,2.0,0.0
1166928,,no v2,,,,
1167419,RIOT,ok,59.0,21.0,3.0,0.0
1168455,,no v2,,,,
1169561,CVLT,ok,69.0,28.0,2.0,0.0
1169770,BANC,ok,64.0,28.0,3.0,0.0
1171155,,no v2,,,,
1171759,RRGB,ok,50.0,14.0,3.0,0.0
1172052,SAFT,ok,65.0,28.0,2.0,0.0
1173420,,short financials,,,,
1173489,,no v2,,,,
1173514,HY,ok,62.0,28.0,2.0,0.0
1174850,NIC,ok,58.0,28.0,6.0,0.0
1175151,,no v2,,,,
1176309,,no v2,,,,
1176948,ARES,ok,53.0,0.0,0.0,0.0
1177394,SNX,ok,64.0,28.0,3.0,0.0
1177609,FIVE,ok,62.0,28.0,0.0,0.0
1177648,,no v2,,,,
1177702,SAIA,ok,38.0,28.0,1.0,0.0
1178970,PFS,ok,69.0,28.0,4.0,0.0
1180262,HLF,ok,69.0,1.0,0.0,0.0
1185348,PRAA,ok,69.0,28.0,2.0,0.0
1192448,GKOS,ok,50.0,28.0,3.0,0.0
1200375,,no v2,,,,
1201792,,no v2,,,,
1206264,SGI,ok,69.0,28.0,2.0,1.0
1207179,,no v2,,,,
1210677,FA,ok,25.0,21.0,5.0,0.0
1211583,,no v2,,,,
1212545,WAL,ok,65.0,1.0,0.0,0.0
1213037,,no v2,,,,
1213809,,no v2,,,,
1217234,CDNA,ok,54.0,28.0,0.0,0.0
1219601,CCK,ok,69.0,14.0,0.0,0.0
1224133,,no v2,,,,
1224608,CNO,ok,69.0,28.0,2.0,0.0
1226616,,no v2,,,,
1227500,EQBK,ok,47.0,28.0,8.0,0.0
1227636,,no v2,,,,
1227654,CMP,ok,67.0,28.0,2.0,2.0
1228454,,no v2,,,,
1228627,,no v2,,,,
1230245,PIPR,ok,69.0,2.0,0.0,0.0
1231457,,no v2,,,,
1232524,JAZZ,ok,66.0,9.0,0.0,0.0
1232582,AHT,ok,66.0,9.0,2.0,0.0
1234006,,no v2,,,,
1235468,,no v2,,,,
1235912,,no v2,,,,
1237831,GMED,ok,62.0,28.0,1.0,0.0
1253689,,no v2,,,,
1253986,ABR,ok,64.0,26.0,2.0,0.0
1257640,KRO,ok,65.0,28.0,3.0,0.0
1258602,NNI,ok,52.0,28.0,5.0,0.0
1261333,DOCU,ok,38.0,8.0,0.0,0.0
1261654,UTI,ok,65.0,22.0,5.0,0.0
1262823,WLK,ok,66.0,16.0,0.0,0.0
1262976,CMPR,ok,68.0,1.0,0.0,0.0
1265131,HTH,ok,65.0,28.0,5.0,0.0
1267565,COLL,ok,40.0,28.0,1.0,0.0
1272842,,no v2,,,,
1273685,,short financials,,,,
1273813,AGO,ok,65.0,3.0,0.0,0.0
1274737,,no v2,,,,
1275014,UCTT,ok,68.0,28.0,2.0,7.0
1275168,FSBC,ok,26.0,22.0,4.0,1.0
1275187,,no v2,,,,
1276520,GNW,ok,73.0,28.0,1.0,0.0
1277902,,no v2,,,,
1278027,BGS,ok,68.0,1.0,0.0,3.0
1280058,BLKB,ok,69.0,28.0,3.0,0.0
1280263,AMBA,ok,60.0,1.0,0.0,0.0
1280776,,no v2,,,,
1281895,,no v2,,,,
1282637,NEU,ok,69.0,28.0,0.0,2.0
1282648,,no v2,,,,
1284812,CNS,ok,66.0,28.0,4.0,1.0
1285550,,no v2,,,,
1285819,,no v2,,,,
1286043,KRG,ok,65.0,28.0,2.0,0.0
1286139,LZ,ok,25.0,18.0,4.0,0.0
1286613,,no v2,,,,
1287098,,no v2,,,,
1287213,,no v2,,,,
1287865,MPT,ok,65.0,28.0,1.0,0.0
1288403,,no v2,,,,
1288469,MXL,ok,65.0,27.0,2.0,0.0
1288847,FIVN,ok,54.0,8.0,0.0,0.0
1289308,ENS,ok,69.0,28.0,2.0,0.0
1289340,,no v2,,,,
1289419,MORN,ok,69.0,13.0,0.0,0.0
1289460,TXRH,ok,69.0,28.0,1.0,0.0
1289848,HURN,ok,69.0,28.0,2.0,0.0
1289877,,no v2,,,,
1289945,,no v2,,,,
1290677,TPB,ok,46.0,28.0,5.0,0.0
1290900,,no v2,,,,
1294133,,no v2,,,,
1295401,TBBK,ok,65.0,28.0,11.0,0.0
1295810,SHO,ok,38.0,28.0,4.0,0.0
1295947,PBH,ok,65.0,28.0,2.0,0.0
1296445,ORA,ok,69.0,28.0,3.0,0.0
1297107,,short financials,,,,
1297184,,no v2,,,,
1297989,EXLS,ok,54.0,28.0,3.0,0.0
1298675,CUBE,ok,66.0,16.0,0.0,0.0
1298946,DRH,ok,38.0,28.0,1.0,0.0
1299130,,no v2,,,,
1299709,AX,ok,64.0,28.0,0.0,0.0
1299969,,no v2,,,,
1301787,BXC,ok,65.0,22.0,0.0,0.0
1302215,HLI,ok,41.0,26.0,2.0,0.0
1302387,,no v2,,,,
1304492,,no v2,,,,
1306830,CE,ok,73.0,7.0,0.0,0.0
1307748,IVT,ok,65.0,18.0,2.0,0.0
1307954,HUN,ok,69.0,2.0,0.0,1.0
1308208,ULH,ok,73.0,28.0,4.0,0.0
1308547,DLB,ok,70.0,13.0,0.0,0.0
1309108,WEX,ok,69.0,28.0,0.0,0.0
1309402,GPRE,ok,65.0,27.0,5.0,1.0
1311370,LAZ,ok,69.0,2.0,0.0,1.0
1314052,,no v2,,,,
1314102,,no v2,,,,
1314727,SONO,ok,40.0,28.0,3.0,0.0
1315257,KOP,ok,69.0,27.0,3.0,0.0
1315399,,no v2,,,,
1317685,,short financials,,,,
1317945,,no v2,,,,
1318008,,no v2,,,,
1318484,,no v2,,,,
1319161,WMG,ok,62.0,10.0,0.0,0.0
1319947,DBI,ok,66.0,27.0,2.0,0.0
1320350,,no v2,,,,
1320461,CPS,ok,62.0,23.0,1.0,0.0
1320760,,no v2,,,,
1320854,,no v2,,,,
1321732,PEN,ok,50.0,28.0,0.0,0.0
1323885,ATRC,ok,65.0,28.0,3.0,0.0
1324948,RBC,ok,69.0,27.0,1.0,0.0
1325618,,no v2,,,,
1325670,,no v2,,,,
1325964,,no v2,,,,
1326110,,no v2,,,,
1326190,,no v2,,,,
1326200,,no v2,,,,
1326380,GME,ok,74.0,27.0,3.0,0.0
1326732,,no v2,,,,
1327607,,no v2,,,,
1327688,,no v2,,,,
1328581,BCC,ok,58.0,28.0,2.0,0.0
1331284,,no v2,,,,
1331520,HOMB,ok,65.0,1.0,0.0,0.0
1331875,FNF,ok,68.0,13.0,2.0,0.0
1332349,BKD,ok,69.0,28.0,2.0,0.0
1332551,,no v2,,,,
1333274,MERC,ok,54.0,20.0,0.0,0.0
1333493,,no v2,,,,
1333986,EQH,ok,36.0,12.0,1.0,0.0
1334036,CROX,ok,65.0,28.0,1.0,7.0
1334325,,no v2,,,,
1334933,UEC,ok,20.0,27.0,5.0,0.0
1334978,CCO,ok,65.0,17.0,1.0,10.0
1336706,,short financials,,,,
1336917,UA,ok,69.0,18.0,1.0,0.0
1337013,,no v2,,,,
1337298,,no v2,,,,
1337634,,short financials,,,,
1339970,,no v2,,,,
1341235,,no v2,,,,
1341317,BWB,ok,38.0,28.0,5.0,0.0
1341766,CELH,ok,44.0,27.0,6.0,0.0
1342423,,no v2,,,,
1345016,YELP,ok,62.0,28.0,1.0,3.0
1345126,CODI,ok,64.0,18.0,2.0,0.0
1346830,,no v2,,,,
1347178,,no v2,,,,
1347858,,no v2,,,,
1349436,,no v2,,,,
1350593,MWA,ok,67.0,28.0,2.0,0.0
1350653,ATEC,ok,65.0,28.0,3.0,0.0
1351636,,no v2,,,,
1354866,,no v2,,,,
1356090,,no v2,,,,
1356115,,no v2,,,,
1356576,SUPN,ok,61.0,28.0,3.0,0.0
1357459,,no v2,,,,
1357615,KBR,ok,73.0,28.0,1.0,0.0
1357874,,no v2,,,,
1357971,,no v2,,,,
1359931,,no v2,,,,
1360214,HROW,ok,53.0,18.0,3.0,0.0
1360604,HR,ok,64.0,28.0,2.0,0.0
1360901,EVR,ok,66.0,28.0,0.0,0.0
1361113,VRNS,ok,54.0,26.0,3.0,0.0
1361538,PRIM,ok,38.0,28.0,3.0,0.0
1361658,TNL,ok,69.0,1.0,0.0,0.0
1362004,ICFI,ok,65.0,28.0,2.0,8.0
1362190,,no v2,,,,
1362468,ALGT,ok,65.0,28.0,2.0,0.0
1364250,DEI,ok,69.0,28.0,3.0,0.0
1364479,HRI,ok,69.0,28.0,2.0,0.0
1364954,,no v2,,,,
1365135,WU,ok,74.0,20.0,2.0,0.0
1366868,GSAT,ok,66.0,20.0,2.0,0.0
1367644,,no v2,,,,
1367859,,no v2,,,,
1368265,,no v2,,,,
1368458,SBH,ok,69.0,28.0,2.0,0.0
1368514,ADMA,ok,59.0,24.0,3.0,0.0
1368622,AVAV,ok,71.0,28.0,6.0,0.0
1369290,,no v2,,,,
1369568,CIK1369568,ok,29.0,27.0,2.0,0.0
1370053,,no v2,,,,
1370450,WLDN,ok,65.0,28.0,3.0,0.0
1370637,ETSY,ok,50.0,12.0,0.0,0.0
1370946,OC,ok,69.0,28.0,0.0,0.0
1371285,TRUP,ok,54.0,28.0,4.0,0.0
1371489,,no v2,,,,
1372299,,no v2,,,,
1372612,BOX,ok,50.0,28.0,2.0,0.0
1373670,GRBK,ok,61.0,28.0,5.0,0.0
1374328,,no v2,,,,
1374690,,no v2,,,,
1375205,,no v2,,,,
1375877,,no v2,,,,
1376139,CVI,ok,66.0,28.0,5.0,0.0
1376339,,no v2,,,,
1377121,PTGX,ok,27.0,28.0,6.0,0.0
1377630,,no v2,,,,
1377789,,no v2,,,,
1378325,,short financials,,,,
1378950,,no v2,,,,
1379041,EIG,ok,69.0,28.0,1.0,0.0
1380106,,no v2,,,,
1382101,,no v2,,,,
1384101,VCYT,ok,58.0,28.0,5.0,0.0
1384195,,no v2,,,,
1384905,RNG,ok,58.0,3.0,0.0,0.0
1385280,CNK,ok,66.0,27.0,1.0,2.0
1385613,,no v2,,,,
1385818,,no v2,,,,
1385849,UUUU,ok,46.0,28.0,3.0,1.0
1386278,GDOT,ok,66.0,28.0,2.0,0.0
1386570,NAGE,ok,63.0,19.0,3.0,7.0
1387467,,no v2,,,,
1388320,,no v2,,,,
1388658,IRTC,ok,46.0,28.0,3.0,0.0
1389050,AROC,ok,69.0,28.0,2.0,0.0
1390478,,no v2,,,,
1392272,,no v2,,,,
1392380,,no v2,,,,
1393434,OCUL,ok,50.0,28.0,6.0,0.0
1393584,,no v2,,,,
1393726,TIPT,ok,55.0,28.0,5.0,0.0
1393883,,no v2,,,,
1394056,,no v2,,,,
1395937,SNDX,ok,36.0,28.0,7.0,3.0
1395942,OPLN,ok,38.0,28.0,2.0,0.0
1396536,,no v2,,,,
1396814,PCRX,ok,65.0,28.0,2.0,0.0
1398659,G,ok,67.0,2.0,1.0,0.0
1398733,,no v2,,,,
1398805,,no v2,,,,
1399520,,no v2,,,,
1400118,,no v2,,,,
