Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,245.97999572753906,251.2100067138672,245.9499969482422,250.17999267578125,223.8059844970703,126925200
2019-01-03,248.22999572753906,248.57000732421875,243.6699981689453,244.2100067138672,218.46530151367188,144140700
2019-01-04,247.58999633789062,253.11000061035156,247.1699981689453,252.38999938964844,225.7830047607422,142628800
2019-01-07,252.69000244140625,255.9499969482422,251.69000244140625,254.3800048828125,227.5631866455078,103139100
2019-01-08,256.82000732421875,257.30999755859375,254.0,256.7699890136719,229.70127868652344,102512600
2019-01-09,257.55999755859375,258.9100036621094,256.19000244140625,257.9700012207031,230.77471923828125,95006600
2019-01-10,256.260009765625,259.1600036621094,255.5,258.8800048828125,231.5887908935547,96823900
2019-01-11,257.67999267578125,259.010009765625,257.0299987792969,258.9800109863281,231.67831420898438,73858100
2019-01-14,256.8599853515625,258.29998779296875,256.4100036621094,257.3999938964844,230.2648162841797,70908200
2019-01-15,257.82000732421875,260.70001220703125,257.80999755859375,260.3500061035156,232.90382385253906,85208300
2019-01-16,260.8299865722656,261.9700012207031,260.6000061035156,260.9800109863281,233.46739196777344,77636700
2019-01-17,260.010009765625,263.9200134277344,259.9599914550781,262.9599914550781,235.23867797851562,96118400
2019-01-18,264.9800109863281,266.9800109863281,263.0,266.4599914550781,238.36972045898438,127900300
2019-01-22,264.82000732421875,265.05999755859375,261.05999755859375,262.8599853515625,235.14920043945312,115531200
2019-01-23,264.010009765625,264.7900085449219,260.6600036621094,263.4100036621094,235.64125061035156,86030300
2019-01-24,263.2099914550781,264.20001220703125,262.0799865722656,263.54998779296875,235.76649475097656,59204100
2019-01-25,265.6099853515625,266.70001220703125,263.6600036621094,265.7799987792969,237.76141357421875,96883400
2019-01-28,263.3900146484375,263.8299865722656,261.7900085449219,263.760009765625,235.95436096191406,85613700
2019-01-29,263.9200134277344,264.54998779296875,262.4800109863281,263.4100036621094,235.64125061035156,66136300
2019-01-30,265.1000061035156,268.5199890136719,264.25,267.5799865722656,239.37164306640625,92473700
2019-01-31,267.510009765625,270.4700012207031,267.2699890136719,269.92999267578125,241.473876953125,104012100
2019-02-01,270.1499938964844,271.20001220703125,269.17999267578125,270.05999755859375,241.59022521972656,85782500
2019-02-04,270.1099853515625,272.0299987792969,269.3599853515625,271.9599914550781,243.28993225097656,60744800
2019-02-05,272.44000244140625,273.44000244140625,271.8800048828125,273.1000061035156,244.3097686767578,79552800
2019-02-06,272.7900085449219,273.3399963378906,271.9200134277344,272.739990234375,243.9877166748047,58347800
2019-02-07,270.94000244140625,271.54998779296875,268.2900085449219,270.1400146484375,241.66183471679688,95482000
2019-02-08,268.75,270.5799865722656,267.8299865722656,270.4700012207031,241.95700073242188,75788900
2019-02-11,271.20001220703125,271.489990234375,270.0299987792969,270.6199951171875,242.09121704101562,68021400
2019-02-12,272.4200134277344,274.5199890136719,272.3399963378906,274.1000061035156,245.2042999267578,72270200
2019-02-13,275.0299987792969,275.92999267578125,274.55999755859375,274.989990234375,246.00050354003906,65277200
2019-02-14,273.7799987792969,275.6400146484375,272.8699951171875,274.3800048828125,245.4547576904297,83234400
2019-02-15,276.3599853515625,277.4100036621094,276.1300048828125,277.3699951171875,248.12953186035156,97088700
2019-02-19,276.4800109863281,278.5799865722656,276.4700012207031,277.8500061035156,248.5589599609375,59120800
2019-02-20,277.80999755859375,278.9200134277344,277.25,278.4100036621094,249.05996704101562,76610800
2019-02-21,277.70001220703125,278.1000061035156,276.3500061035156,277.4200134277344,248.17430114746094,64214700
2019-02-22,278.1099853515625,279.3599853515625,277.3999938964844,279.1400146484375,249.71298217773438,78114600
2019-02-25,280.7300109863281,281.30999755859375,279.42999267578125,279.5199890136719,250.05288696289062,69030700
2019-02-26,279.1300048828125,280.29998779296875,278.8999938964844,279.32000732421875,249.87408447265625,56844100
2019-02-27,278.5199890136719,279.5899963378906,277.4800109863281,279.20001220703125,249.76666259765625,56921600
2019-02-28,278.9599914550781,279.45001220703125,278.32000732421875,278.67999267578125,249.30145263671875,69268300
2019-03-01,280.44000244140625,280.8800048828125,278.82000732421875,280.4200134277344,250.85804748535156,78880500
2019-03-04,281.6000061035156,281.8699951171875,276.8399963378906,279.3999938964844,249.94554138183594,106494600
2019-03-05,279.5400085449219,279.760009765625,278.4100036621094,279.0199890136719,249.6055908203125,59114600
2019-03-06,279.1499938964844,279.1600036621094,276.9700012207031,277.3299865722656,248.09375,75039800
2019-03-07,276.8299865722656,276.989990234375,274.07000732421875,275.010009765625,246.01832580566406,94885100
2019-03-08,272.94000244140625,274.6499938964844,272.4200134277344,274.4599914550781,245.52630615234375,85795800
2019-03-11,275.260009765625,278.6199951171875,275.2300109863281,278.44000244140625,249.08677673339844,65098900
2019-03-12,279.05999755859375,280.07000732421875,278.8500061035156,279.489990234375,250.02615356445312,79667500
